Name,ShortName,StartDate,City,Country,ExternalUrl
"2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML 2025)",CACML2025,2025-03-28T07:00:00Z,Guangzhou,China,https://www.cacml.net/
NENA Chrie 2025 Spring Conference,NENAChrie2025,2025-03-28T04:00:00Z,Atlantic City,US,https://nenachrie.com/2025-spring-conference
2nd INTERNATIONAL CONFERENCE ON COMPUTING SYSTEMS AND INTELLIGENT APPLICATIONS,ComSIA2025,2025-03-28T08:00:00Z,Delhi,India,https://comsia.in/index.html
"6th International conference on Recent Trends in Machine Learning, IOT, Smart Cities & Applications",ICMISC2025,2025-03-28T08:00:00Z,Hyderabad,India,https://www.iotsmartcon.com/
"First International Conference on Computer, Computation, and Communication",IC3C2025,2025-03-28T08:00:00Z,Ooty,INDIA,https://ic3c.in/
EPoCH 2025: Emerging Perspectives on Conservation and Heritage. ,EPoCH2025,2025-03-27T08:00:00Z,Porto,Portugal,https://artes.porto.ucp.pt/en/art-center/conferences/epoch-2025-emerging-perspectives-conservation-and-heritage/
INTERNATIONAL CONFERENCE ON NEXT GENERATION INFORMATION SYSTEMS ENGINEERING,NGISE2025,2025-03-27T18:30:00Z,Ghaziabad,India,http://www.ngise.org
"1st International Conference on Recent Advances in Agricultural, Environmental and Health Sciences for Sustainable Future",RAESH2025,2025-03-27T18:30:00Z,Rajkot,India,https://www.marwadiuniversity.ac.in/RAESH2025
International Conference on AI Systems and Sustainable Technologies,IISUASSET2025,2025-03-27T18:30:00Z,Jaipur,India,http://asset.iisuniv.ac.in
2ND INTERNATIONAL CONFERENCE ON CUTTING EDGE TECHNOLOGY IN COMPUTING COMMUNICATION AND INTELLIGENCE (ICCTCCI-2025),ICCTCCI2025,2025-03-27T18:30:00Z,CUTTACK,INDIA,http://www.icctcci.imit.ac.in/
INTERNATIONAL CONFERENCE ON EMERGING VISTAS OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,ICEVCSI2025,2024-12-24T18:30:00Z,"Vadodara,Gujarat",India,https://evcsitconference.paruluniversity.ac.in
National Conference on Innovative Challenge in Deep Learning and its application,NCICDLA2025,2025-03-27T18:30:00Z,GUNTUR,INDIA,https://kits-cai-ncicdla25.netlify.app/
"International Conference on Computational Intelligence, Emerging Technologies, and Smart Systems",ICCIETSS2025,2025-03-27T18:30:00Z,Rajkot,India,https://rku.ac.in/events/iccietss
International Research Conference on  Transforming Tomorrow: Trends in Management & Technology,SIESCOMSIRC2025,2025-03-27T18:30:00Z,Navi Mumbai,India,http://www.siescomsirc.in
NATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND SECURE TECHNOLOGIES 2025,NCICST2025,2025-03-27T18:30:00Z,ALAPPUZHA,INDIA,https://ncicst25.vercel.app/
International Conference on Tourism Innovation and Management 2025,ICTIM2025,2024-09-18T17:00:00Z,Ha Noi,Vietnam,https://www.ictim2025.com/
Operations Research Network 2025 Conference,ORNET2025,2025-03-26T08:00:00Z,Bangkok,Thailand,http://ornet2025.kmitl.ac.th/
2nd Vision Zero Summit,VZS2025,2025-03-26T08:00:00Z,Bhopal,India,https://conf.manit.ac.in/visionzerosummit/
Sustainable Innovations in Statistics and Data Science,SISD2025,2025-03-27T08:00:00Z,BANGALORE,INDIA,https://sisd.christuniversity.in/
 3rd Doctoral Symposium on Human Centered Computing,Human2025,2025-03-28T08:00:00Z,"Kalyani, Nadia, West Bengal",India,http://www.csikolkata.org/human2025/
Recent Interdisciplinary Trends in Engineering & Science for Industry 4.0,RITESI2025,2025-03-26T08:00:00Z,Bengaluru & Kuala Lumpur,India & Malysia,https://www1.reva.edu.in/RITESI
28th International Conference on Extending Database Technology,EDBT2025,2025-03-25T04:00:00Z,Barcelona,Spain,https://edbticdt2025.upc.edu/
3rd International Workshop on Advances in Civil Aviation Systems Development,ACASD2025,2025-03-25T22:00:00Z,Kyiv,Ukraine,https://www.acasd.nau.edu.ua
ADVANCED MATERIALS FOR CLEAN ENERGY AND HEALTH APPLICATIONS 2025,AMCEHA2025,2025-03-26T18:30:00Z,Jaffna,Sri Lanka,https://conf.jfn.ac.lk/amceha/
"7TH-National Conference on Innovative Global Trends in Technology, Architecture and Management-2025",NCIGTAM2025,2025-03-25T18:30:00Z,Pune,India,https://abhivruddhi.mituniversity.ac.in/
 2nd International Conference on Cognitive Computing and Artificial Intelligence (ICCCAI-2025),ICCCA2025,2025-03-26T18:30:00Z,chennai,India,http://www.icccai.in
International Conference on Emerging Trends in Electronics and Communication Engineering 2025,iNACETEC2025,2025-03-26T18:30:00Z,Kollam,India,https://perumonec.ac.in/pages/happenings/inacetec25.php
European Robotics Forum 2025,ERF2025,2025-03-25T08:00:00Z,Stuttgart,Germany,https://erf2025.eu
Security Protocols XXIX,SPW2025,2025-03-25T23:00:00Z,Cambdrige,UK,https://www.cl.cam.ac.uk/events/spw/2025/
Conference on Advances in Communication Networks & Systems (CoaCoNS 2025),CoaCoNS2025,2025-03-25T18:30:00Z,Chennai,India,https://www.srmist.edu.in/events/coacons-2025/
International Conference on Artificial Intelligence and Applications 2025,ICAIA2025,2025-03-25T18:30:00Z, New Delhi,INDIA,https://icaia-msit.in/
11th International Conference on Multidisciplinary Approaches (2025),iCMA2025,2025-03-25T08:00:00Z,Nugegoda,Sri Lanka,http://graduate.sjp.ac.lk/icma/
Rossfest Symposium in memory of Ross Anderson,ROSSFEST2025,2025-03-25T08:00:00Z,Cambridge,United Kingdom,https://www.cl.cam.ac.uk/events/rossfest/
Transforming Graph Data Workshop,TGDWorkshop2025,2025-03-25T08:00:00Z,Barcelona,Spain,https://transforming-graphs-workshop.org/
"DOLAP'25: 27th International Workshop on Design, Optimization, Languages and Analytical Processing of Big Data",DOLAP2025,2025-03-24T23:00:00Z,Barcelona,Spain,https://dolapworkshop.github.io/dolap-2025/
"Eighth International Conference on:  Water, Energy and Environment ",ICWEE2025,2025-03-21T20:00:00Z,Sharjah,United Arab Emirates,https://info.aus.edu/icwee2025
Adaptive eXplainable AI (2025),AXAI2025,2025-03-24T08:00:00Z,Cagliari,Italy,https://axai.trx.li/
CyberForge 2025,Cyberforge2025,2025-03-22T08:00:00Z,"Newport News, Virginia",United States,https://www.cyberforge.cvcsa-cyber.org
5th International Conference on Intelligent Systems & Networks,ICISN2025,2025-03-22T08:00:00Z,Hanoi,Vietnam,https://icisn.com/
"2025 2nd International Conference on Electrical, Information and Communication Engineering (CEICE 2025) ",CEICE2025,2025-03-21T08:00:00Z,Guangzhou,China,http://www.ceice-conf.net/
2025 5th International Conference on Digital Image and Video Processing (CDIVP 2025),CDIVP2025,2025-03-21T08:00:00Z,Guangzhou,China,http://www.cdivp.net/
2nd International Conference on Computing and Machine Learning,CML2025,2025-03-22T08:00:00Z,"Majitar, Rangpo Sikkim",India,https://scrs.in/conference/cml2025
International Conference on AI Innovations in Engineering (ICAIIE - 2025),ICAIIE2025,2025-03-22T08:00:00Z,NAGPUR,INDIA,https://suvidhafoundationedutech.org/conference/
Second International Conference on Emerging Innovations and Advanced Computing,INNOCOMP2025,2025-03-22T08:00:00Z,"Hisar, India",India,https://www.innotechcomputing.com/
TechWork: Envisioning Tomorrow's Workplace Today ,TETWT2025,2024-03-07T18:30:00Z,Bangalore,India,https://jainconference.github.io/
"2025 5th International Conference on Advances in Electrical, Electronics and Computing Technology (EECT 2025)",EECT2025,2025-03-20T16:00:00Z,Guangzhou,China,http://www.eect-conf.net/
"2025 7th International Conference on Computer Graphics, Image and Visualization (CCGIV 2025)",CCGIV2025,2025-03-20T16:00:00Z,Taicang,China,http://www.ccgiv.net/
2025 7th International Conference on Software Engineering and Computer Science (CSECS 2025),CSECS2025,2025-03-20T16:00:00Z,Taicang,China,https://www.csecs2025.net/
11th International Conference on Advanced Computing and Communication Systems ,ICACCS2024,2025-03-21T08:00:00Z,Coimbatore,India,https://icaccs.sece.ac.in/
"3rd International Conference on Device Intelligence, Computing and Communication Technologies",DICCT2025,2025-03-21T08:00:00Z,Dehradun,India,https://dicct.geu.ac.in/
IEEE INTERNATIONAL CONFERENCE ON COMPUTING FOR SUSTAINABILITY AND INTELLIGENT FUTURE,COMPSIF2025,2025-03-21T08:00:00Z,BANGALORE,INDIA,https://projects.bmsit.ac.in/comp-sif/
International Conference on Innovative Practices for Sustainable Development: Business Management & Analytics,ICSDconf2025,2025-03-21T08:00:00Z,Greater Noida,India,https://nietbschool.com/icsd-2025
1st International Conference on Machine  Intelligence and Data Science,MIDAS2024,2025-03-20T18:30:00Z,Paralakhemundi,India,https://midas2024.cutm.ac.in/
WISPNET 2025 – International Conference on Wireless Communications Signal Processing and Networking,WISPNET2025,2025-03-19T18:30:00Z,"Kalavakkam, Chennai",India,https://www.wispnet2025.org/
1st International Conference on Sustainable Computing and Intelligent Systems 2025,ICSCIS2025,2025-03-20T18:30:00Z,Jaipur,India,https://conference.poornima.edu.in/icscis
2025 3rd International  Conference on Smart Systems for applications in Electrical Sciences (ICSSES),ICSSES2025,2025-03-20T18:30:00Z,"Tumakuru, Karnataka",India,http://icsses.sit.ac.in/
8th International Conference on Intelligent Computing,IConIC2025,2025-03-20T18:30:00Z,CHENNAI,INDIA,https://www.pecteam.co.in/
"International Conference on Computing,STEM and Applied Sciences",ICCSAS2025,2025-03-19T18:30:00Z,Kalyan,India,https://bkbirlaconference.in/
"3rd International Conference on Advancement in Science, Technology & Management",ICASTM2025,2025-03-20T18:30:00Z,Nagpur,India,https://www.sbjit.edu.in/icastm/
International Conference on Machine Learning and Data Science for Scientific & Industrial Applications,ICMLDSSIA2025,2024-12-09T18:30:00Z,Jhansi,INDIA,https://www.bujhansi.ac.in/ICMLDSSIA/index.html
Data Compression Conference2025,DCC2025,2025-03-18T08:00:00Z,"Snowbird, UT",USA,https://datacompressionconference.org/
International Conference on Data-Driven Discovery and Innovation ,IC3DI2025,2025-03-20T08:00:00Z,Madanpalle,India,https://sites.google.com/view/ic3di25/home
Green Revolution in Electronics Engineering and Networks Conference 2025 ,GREENCON2025,2025-03-19T08:00:00Z,Chennai,India,https://chennai.vit.ac.in/files/greencon/
International Conference on Technological Innovation and AI Research,ICTIAIR2025,2025-03-19T08:00:00Z,Online,Ecuador,https://ictiair.tiacon.org/
3rd International Conference on Trends in Architecture & Construction,ICTAC2025,2025-03-21T08:00:00Z,Chandīgarh,India,https://www.cuchd.in/conference/ictac2025/
"2nd International Conference on Communication, Computer Sciences and Engineering",IC3SE2025,2025-03-19T08:00:00Z,Gautam Buddha Nagar,India,https://amity.edu/ic3se2025/
Trajectories 2025 ,TRAJECTORIES2025,2025-03-19T08:00:00Z,Guadalajara ,Mexico,https://sites.google.com/academicos.udg.mx/trajectories2025
"18th International conference on AI Revolution: Opportunities, Challenges and the Path Forward",ICAI2025,2025-03-19T18:30:00Z,Gurugram,India,https://imagicom.in/Gurugram-abs-2025/
"2025 IEEE Symposium on Computational Intelligence for Energy, Transport and Environmental Sustainability",IEEECIETES2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-for-energy-transport-environmental-sustainability
2025 IEEE Symposium on Computational Intelligence in Engineering / Cyber Physical Systems,IEEECIES2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-engineering-cyber-physical-systems
"2025 IEEE Symposium on Computational Intelligence in Image, Signal Processing and Synthetic Media",IEEECISM2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-image-signal-processing-and-synthetic-media
2025 IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems,IEEEALIFECIS2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-artificial-life-and-cooperative-intelligent-systems
"2025 IEEE Symposium on Computational Intelligence in Security, Defence and Biometrics",IEEECISDB2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-security-defence-and-biometrics
2025 IEEE Symposium on Computational Intelligence in Health and Medicine,IEEECIHM2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-health-and-medicine
2025 IEEE Symposium on Computational Intelligence for Financial Engineering and Economics,IEEECiFer2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-for-financial-engineering-and-economics
2025 IEEE Symposium on Computational Intelligence in Natural Language Processing and Social Media,IEEECINLPSoMe2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-natural-language-processing-and-social-media
"2025 IEEE Symposium on Trustworthy, Explainable and Responsible Computational Intelligence",IEEECITREx2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=trustworthy-explainable-and-responsible-ci
2025 IEEE Symposium for Multidisciplinary Computational Intelligence Incubators,IEEEMCII2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=multidisplinary-computational-intelligence-incubators
"2025 IEEE Symposium on Computational Intelligence for Energy, Transport and Environmental Sustainability Companion",IEEECIETESCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-for-energy-transport-environmental-sustainability
2025 IEEE Symposium on Computational Intelligence in Engineering / Cyber Physical Systems Companion,IEEECIESCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-engineering-cyber-physical-systems
"2025 IEEE Symposium on Computational Intelligence in Image, Signal Processing and Synthetic Media Companion",IEEECISMCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-image-signal-processing-and-synthetic-media
2025 IEEE Symposium on Computational Intelligence in Artificial Life and Cooperative Intelligent Systems Companion,IEEEALIFECISCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-artificial-life-and-cooperative-intelligent-systems
"2025 IEEE Symposium on Computational Intelligence in Security, Defence and Biometrics Companion",IEEECISDBCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-security-defence-and-biometrics
2025 IEEE Symposium on Computational Intelligence in Health and Medicine Companion,IEEECIHMCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-in-health-and-medicine
2025 IEEE Symposium on Computational Intelligence for Financial Engineering and Economics Companion,IEEECiFerCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=ci-for-financial-engineering-and-economics
2025 IEEE Symposium on Computational Intelligence in Natural Language Processing and Social Media Companion,IEEECINLPSoMeCompanion2025,2025-03-17T08:00:00Z,Trondheim Norway,Norway,https://ieee-ssci.org/?ui=ci-in-natural-language-processing-and-social-media
"2025 IEEE Symposium on Trustworthy, Explainable and Responsible Computational Intelligence Companion",IEEECITRExCompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=trustworthy-explainable-and-responsible-ci
2025 IEEE Symposium for Multidisciplinary Computational Intelligence Incubators Companion,IEEEMCIICompanion2025,2025-03-17T08:00:00Z,Trondheim,Norway,https://ieee-ssci.org/?ui=multidisplinary-computational-intelligence-incubators
International Conference on Air Quality Monitoring and Modeling,AQMM2025,2025-03-19T08:00:00Z,COIMBATORE,India,https://aqmm.kct.ac.in
ICON 25: Sustainable IT - Technology for better tommorrow,ICON2025,2025-03-19T08:00:00Z,Chennai,India,https://icon.drmgrdu.ac.in/
2025 IEEE Symposium Series on Computational Intelligence,IEEESSCI2025,2025-03-16T00:00:00Z,Trondheim,Norway,https://ieee-ssci.org
"5th International Conference on ""Navigating Complexity: Harnessing Technology and Innovation for Sustainable Growth""(ICNC-2025)",ICNC2025,2025-03-17T18:30:00Z,JAIPUR,INDIA,https://icnc.poornima.edu.in/
22nd IEEE International Conference on Computer Applications (IEEE-ICCA),ICCA2025,2025-03-17T17:30:00Z,Yangon,Myanmar,https://ucsy.edu.mm/ICCAConference25.do
The Eveventh International Symposium on Integrated Uncertainty in Knowledge Modelling and Decision Making,IUKM2025,2025-03-16T15:00:00Z,Ho Chi Minh City,Vietnam,https://www.jaist.ac.jp/IUKM/IUKM2025/
French Conference on Artificial Intelligence in Biomedical Imaging,IABM2025,2025-03-17T08:00:00Z,Nice,France,https://iabm2025.sciencesconf.org/?lang=en
2025 IEEE International Conference on Contemporary Computing and Communications,InC42025,2025-03-14T08:00:00Z,Bangalore,India,https://ic4.co.in/
"Society for Psychology of Aesthetics, Creativity, and the Arts, 2025 Annual Conference",SPACA2025,2025-03-13T04:00:00Z,New Haven,United States,http://www.div10.org/2025-conference-new-haven/
International Conference On Advanced Computing Technologies(ICoACT-2025),ICACTconf2024,2025-03-13T18:30:00Z,Sivakasi,India,https://psr.edu.in/icact/
"International Conference on Intelligent Information Technologies (ICIIT 2025), Anna University Chennai, India",ICIIT2025,2025-03-11T18:30:00Z,Chennai,India,http://iciit.in
